Mod:Item:MetaData, Localized Name
quark:colored_item_frame:3, Light Blue Item Frame
quark:colored_item_frame:4, Yellow Item Frame
quark:colored_item_frame:5, Lime Item Frame
quark:colored_item_frame:6, Pink Item Frame
quark:colored_item_frame:7, Gray Item Frame
quark:colored_item_frame:8, Light Gray Item Frame
quark:colored_item_frame:9, Cyan Item Frame
quark:colored_item_frame:10, Purple Item Frame
quark:colored_item_frame:11, Blue Item Frame
quark:colored_item_frame:12, Brown Item Frame
quark:colored_item_frame:13, Green Item Frame
quark:colored_item_frame:14, Red Item Frame
quark:colored_item_frame:15, Black Item Frame
quark:lit_lamp, tile.lit_lamp.name
quark:custom_chest:0, Spruce Chest
quark:custom_chest:1, Birch Chest
quark:custom_chest:2, Jungle Chest
quark:custom_chest:3, Acacia Chest
quark:custom_chest:4, Dark Oak Chest
quark:custom_chest_trap:0, Spruce Trapped Chest
quark:custom_chest_trap:1, Birch Trapped Chest
quark:custom_chest_trap:2, Jungle Trapped Chest
quark:custom_chest_trap:3, Acacia Trapped Chest
quark:custom_chest_trap:4, Dark Oak Trapped Chest
quark:glass_item_frame, item.glass_item_frame.name
quark:vertical_planks:0, Vertical Oak Wood Planks
quark:vertical_planks:1, Vertical Spruce Wood Planks
quark:vertical_planks:2, Vertical Birch Wood Planks
quark:vertical_planks:3, Vertical Jungle Wood Planks
quark:vertical_planks:4, Vertical Acacia Wood Planks
quark:vertical_planks:5, Vertical Dark Oak Wood Planks
quark:slime_bucket:0, Slime in a Bucket
quark:rune:0, White Rune
quark:rune:1, Orange Rune
quark:rune:2, Magenta Rune
quark:rune:3, Light Blue Rune
quark:rune:4, Yellow Rune
quark:rune:5, Lime Rune
quark:rune:6, Pink Rune
quark:rune:7, Gray Rune
quark:rune:8, Light Gray Rune
quark:rune:9, Cyan Rune
quark:rune:10, Purple Rune
quark:rune:11, Blue Rune
quark:rune:12, Brown Rune
quark:rune:13, Green Rune
quark:rune:14, Red Rune
quark:rune:15, Black Rune
quark:rune:16, Rainbow Rune
quark:soul_powder, item.soul_powder.name
quark:pirate_hat, item.pirate_hat.name
quark:biome_cobblestone:0, Brimstone
quark:biome_cobblestone:1, Permafrost
quark:fire_stone_slab:0, Brimstone Slab
quark:fire_stone_stairs, tile.fire_stone_stairs.name
quark:icy_stone_slab:0, Permafrost Slab
quark:icy_stone_stairs, tile.icy_stone_stairs.name
quark:fire_stone_wall, tile.fire_stone_wall.name
quark:icy_stone_wall, tile.icy_stone_wall.name
quark:glowcelium, tile.glowcelium.name
quark:glowshroom, tile.glowshroom.name
quark:soul_bead, item.soul_bead.name
buildcraftenergy:glob_of_oil, item.globOil.name
buildcraftbuilders:snapshot:2, Blueprint
buildcraftbuilders:snapshot:0, Template
buildcraftbuilders:schematic_single:0, Single Block Schematic
buildcraftbuilders:filler_planner, Filler Planner
buildcraftbuilders:filler, Filler
buildcraftbuilders:builder, Builder
buildcraftbuilders:architect, Architect Table
buildcraftbuilders:library, Electronic Library
buildcraftbuilders:replacer, tile.replacerBlock.name
buildcraftbuilders:frame, Frame
buildcraftbuilders:quarry, Quarry
buildcraftrobotics:zone_planner, Zone Planner
computercraft:computer:0, Computer
computercraft:computer:16384, Advanced Computer
computercraft:peripheral:0, Disk Drive
computercraft:peripheral:3, Printer
computercraft:peripheral:2, Monitor
computercraft:peripheral:4, Advanced Monitor
computercraft:peripheral:1, Wireless Modem
computercraft:peripheral:5, Speaker
computercraft:cable:1, Wired Modem
computercraft:cable:0, Networking Cable
computercraft:command_computer:0, Command Computer
computercraft:advanced_modem:0, Ender Modem
computercraft:disk:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:disk_expanded:0, Floppy Disk
computercraft:printout:0, Printed Page
computercraft:printout:1, Printed Pages
computercraft:printout:2, Printed Book
computercraft:pocket_computer:0, Pocket Computer
computercraft:pocket_computer:0, Wireless Pocket Computer
computercraft:pocket_computer:0, Ender Pocket Computer
computercraft:pocket_computer:0, Noisy Pocket Computer
computercraft:pocket_computer:1, Advanced Pocket Computer
computercraft:pocket_computer:1, Advanced Wireless Pocket Computer
computercraft:pocket_computer:1, Advanced Ender Pocket Computer
computercraft:pocket_computer:1, Advanced Noisy Pocket Computer
computercraft:turtle:0, Turtle
computercraft:turtle:1, Mining Turtle
computercraft:turtle_expanded:0, Felling Turtle
computercraft:turtle_expanded:0, Melee Turtle
computercraft:turtle_expanded:0, Digging Turtle
computercraft:turtle_expanded:0, Farming Turtle
computercraft:turtle_expanded:0, Crafty Turtle
computercraft:turtle_expanded:0, Wireless Turtle
computercraft:turtle_expanded:0, Ender Turtle
computercraft:turtle_expanded:0, Noisy Turtle
computercraft:turtle_advanced:0, Advanced Turtle
computercraft:turtle_advanced:0, Advanced Mining Turtle
computercraft:turtle_advanced:0, Advanced Felling Turtle
computercraft:turtle_advanced:0, Advanced Melee Turtle
computercraft:turtle_advanced:0, Advanced Digging Turtle
computercraft:turtle_advanced:0, Advanced Farming Turtle
computercraft:turtle_advanced:0, Advanced Crafty Turtle
computercraft:turtle_advanced:0, Advanced Wireless Turtle
computercraft:turtle_advanced:0, Advanced Ender Turtle
computercraft:turtle_advanced:0, Advanced Noisy Turtle
flansmod:rainbowpaintcan, Rainbow Paint Can (for Custom Paintjobs)
flansmod:opstick:0, Stick of Ownership
flansmod:flagpole, Flagpole
flansmod:flansworkbench_item:0, Vehicle Crafting Table
flansmod:teamsspawner_item:0, Item Spawner
flansmod:teamsspawner_item:1, Player Spawner
flansmod:teamsspawner_item:2, Vehicle Spawner
flansmodapocalypse:flansulphur, Sulphur
flansmodapocalypse:itemblocklabstone, Laboratory Stone
flansmodapocalypse:itemblocksulphur, Sulphur
flansmodapocalypse:itemblockpowercube, Power Cube
ichunutil:compact_porkchop, Compact Raw Porkchop
industrialforegoing:petrified_fuel_generator, Petrified Fuel Generator
industrialforegoing:enchantment_refiner, Enchantment Sorter
industrialforegoing:enchantment_extractor, Enchantment Extractor
industrialforegoing:enchantment_aplicator, Enchantment Applicator
industrialforegoing:mob_relocator, Mob Crusher
industrialforegoing:potion_enervator, Potion Brewer
industrialforegoing:animal_independence_selector, Animal Baby Separator
industrialforegoing:animal_stock_increaser, Animal Feeder
industrialforegoing:crop_sower, Plant Sower
industrialforegoing:crop_enrich_material_injector, Plant Fertilizer
industrialforegoing:crop_recolector, Plant Gatherer
industrialforegoing:black_hole_unit, Black Hole Unit
industrialforegoing:water_condensator, Water Condensator
industrialforegoing:water_resources_collector, Resources Fisher
industrialforegoing:animal_resource_harvester, Animal Rancher
industrialforegoing:mob_slaughter_factory, Mob Slaughter Factory
industrialforegoing:mob_duplicator, Mob Duplicator
industrialforegoing:block_destroyer, Block Breaker
industrialforegoing:block_placer, Block Placer
industrialforegoing:tree_fluid_extractor, Tree Fluid Extractor
industrialforegoing:latex_processing_unit, Latex Processing Unit
industrialforegoing:sewage_composter_solidifier, Sewage Composter
industrialforegoing:animal_byproduct_recolector, Animal Sewer
industrialforegoing:sludge_refiner, Sludge Refiner
industrialforegoing:mob_detector, Mob Detector
industrialforegoing:lava_fabricator, Lava Fabricator
industrialforegoing:bioreactor, Bioreactor
industrialforegoing:biofuel_generator, Biofuel Generator
industrialforegoing:laser_base, Laser Base
industrialforegoing:laser_drill, Laser Drill
industrialforegoing:ore_processor, Ore Processor
industrialforegoing:black_hole_controller, Black Hole Controller (DEPRECATED)
industrialforegoing:black_hole_controller_reworked, Black Hole Controller v2.0
industrialforegoing:dye_mixer, Dye Mixer
industrialforegoing:enchantment_invoker, Enchantment Factory
industrialforegoing:spores_recreator, Spores Recreator
industrialforegoing:animal_growth_increaser, Animal Grower
industrialforegoing:material_stonework_factory, Material StoneWork Factory
industrialforegoing:black_hole_tank, Black Hole Tank
industrialforegoing:resourceful_furnace, Resourceful Furnace
industrialforegoing:villager_trade_exchanger, Villager Trade Exchanger
industrialforegoing:energy_field_provider, Energy Field Provider
industrialforegoing:oredictionary_converter, Ore Dictionary Converter
industrialforegoing:protein_reactor, Protein Reactor
industrialforegoing:protein_generator, Protein Generator
industrialforegoing:hydrator, Hydrator
industrialforegoing:wither_builder, Wither Builder
industrialforegoing:fluid_pump, Fluid Pump
industrialforegoing:fluid_crafter, Fluid Crafter
industrialforegoing:plant_interactor, Plant Interactor
industrialforegoing:item_splitter, Item Splitter
industrialforegoing:fluiddictionary_converter, Fluid Dictionary Converter
industrialforegoing:froster, Froster
industrialforegoing:ore_washer, Washing Factory
industrialforegoing:ore_fermenter, Fermentation Station
industrialforegoing:ore_sieve, Fluid Sieving Machine
industrialforegoing:pitiful_fuel_generator, Pitiful Fuel Generator
industrialforegoing:tinydryrubber, Tiny Dry Rubber
industrialforegoing:dryrubber, Dry Rubber
industrialforegoing:plastic, Plastic
industrialforegoing:fertilizer, Fertilizer
industrialforegoing:meat_feeder, Meat Feeder
industrialforegoing:mob_imprisonment_tool, Mob Imprisonment Tool
industrialforegoing:laser_lens:0, White§r Laser Lens
industrialforegoing:laser_lens:1, Orange§r Laser Lens
industrialforegoing:laser_lens:2, Magenta§r Laser Lens
industrialforegoing:laser_lens:3, Light Blue§r Laser Lens
industrialforegoing:laser_lens:4, Yellow§r Laser Lens
industrialforegoing:laser_lens:5, Lime§r Laser Lens
industrialforegoing:laser_lens:6, Pink§r Laser Lens
industrialforegoing:laser_lens:7, Gray§r Laser Lens
industrialforegoing:laser_lens:8, Light Gray§r Laser Lens
industrialforegoing:laser_lens:9, Cyan§r Laser Lens
industrialforegoing:laser_lens:10, Purple§r Laser Lens
industrialforegoing:laser_lens:11, Blue§r Laser Lens
industrialforegoing:laser_lens:12, Brown§r Laser Lens
industrialforegoing:laser_lens:13, Green§r Laser Lens
industrialforegoing:laser_lens:14, Red§r Laser Lens
industrialforegoing:laser_lens:15, Black§r Laser Lens
industrialforegoing:laser_lens_inverted:0, White§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:1, Orange§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:2, Magenta§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:3, Light Blue§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:4, Yellow§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:5, Lime§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:6, Pink§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:7, Gray§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:8, Light Gray§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:9, Cyan§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:10, Purple§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:11, Blue§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:12, Brown§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:13, Green§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:14, Red§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:15, Black§r Laser Lens (Inverted)
industrialforegoing:straw, Straw
industrialforegoing:conveyor_upgrade:0, Extraction Conveyor Upgrade
industrialforegoing:conveyor_upgrade:1, Insertion Conveyor Upgrade
industrialforegoing:conveyor_upgrade:2, Detection Conveyor Upgrade
industrialforegoing:conveyor_upgrade:3, Bouncing Conveyor Upgrade
industrialforegoing:conveyor_upgrade:4, Dropping Conveyor Upgrade
industrialforegoing:conveyor_upgrade:5, Blinking Conveyor Upgrade
industrialforegoing:conveyor_upgrade:6, Splitting Conveyor Upgrade
industrialforegoing:pink_slime, Pink Slime
industrialforegoing:book_manual, Industrial Foregoing's Manual
industrialforegoing:pink_slime_ingot, Pink Slime Ingot
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:adult_filter, Adult Filter
industrialforegoing:range_addon:0, Range Addon
industrialforegoing:range_addon:1, Range Addon
industrialforegoing:range_addon:2, Range Addon
industrialforegoing:range_addon:3, Range Addon
industrialforegoing:range_addon:4, Range Addon
industrialforegoing:range_addon:5, Range Addon
industrialforegoing:range_addon:6, Range Addon
industrialforegoing:range_addon:7, Range Addon
industrialforegoing:range_addon:8, Range Addon
industrialforegoing:range_addon:9, Range Addon
industrialforegoing:range_addon:10, Range Addon
industrialforegoing:range_addon:11, Range Addon
industrialforegoing:energy_field_addon, Energy Field Addon
industrialforegoing:leaf_shearing, Leaf Shearing Addon
industrialforegoing:itemstack_transfer_addon_pull:0, Itemstack Transfer Addon (Pull/Down)
industrialforegoing:itemstack_transfer_addon_push:0, Itemstack Transfer Addon (Push/Down)
industrialforegoing:fluid_transfer_addon_pull:0, Fluid Transfer Addon (Pull/Down)
industrialforegoing:fluid_transfer_addon_push:0, Fluid Transfer Addon (Push/Down)
industrialforegoing:fortune_addon, Fortune Addon
industrialforegoing:artificial_dye:0, White§r Artificial Dye
industrialforegoing:artificial_dye:1, Orange§r Artificial Dye
industrialforegoing:artificial_dye:2, Magenta§r Artificial Dye
industrialforegoing:artificial_dye:3, Light Blue§r Artificial Dye
industrialforegoing:artificial_dye:4, Yellow§r Artificial Dye
industrialforegoing:artificial_dye:5, Lime§r Artificial Dye
industrialforegoing:artificial_dye:6, Pink§r Artificial Dye
industrialforegoing:artificial_dye:7, Gray§r Artificial Dye
industrialforegoing:artificial_dye:8, Light Gray§r Artificial Dye
industrialforegoing:artificial_dye:9, Cyan§r Artificial Dye
industrialforegoing:artificial_dye:10, Purple§r Artificial Dye
industrialforegoing:artificial_dye:11, Blue§r Artificial Dye
industrialforegoing:artificial_dye:12, Brown§r Artificial Dye
industrialforegoing:artificial_dye:13, Green§r Artificial Dye
industrialforegoing:artificial_dye:14, Red§r Artificial Dye
industrialforegoing:artificial_dye:15, Black§r Artificial Dye
industrialforegoing:conveyor:0, White§r Conveyor Belt
industrialforegoing:conveyor:1, Orange§r Conveyor Belt
industrialforegoing:conveyor:2, Magenta§r Conveyor Belt
industrialforegoing:conveyor:3, Light Blue§r Conveyor Belt
industrialforegoing:conveyor:4, Yellow§r Conveyor Belt
industrialforegoing:conveyor:5, Lime§r Conveyor Belt
industrialforegoing:conveyor:6, Pink§r Conveyor Belt
industrialforegoing:conveyor:7, Gray§r Conveyor Belt
industrialforegoing:conveyor:8, Light Gray§r Conveyor Belt
industrialforegoing:conveyor:9, Cyan§r Conveyor Belt
industrialforegoing:conveyor:10, Purple§r Conveyor Belt
industrialforegoing:conveyor:11, Blue§r Conveyor Belt
industrialforegoing:conveyor:12, Brown§r Conveyor Belt
industrialforegoing:conveyor:13, Green§r Conveyor Belt
industrialforegoing:conveyor:14, Red§r Conveyor Belt
industrialforegoing:conveyor:15, Black§r Conveyor Belt
industrialforegoing:black_hole_label, Black Hole Label
harvestcraft:blackberryitem, Blackberry
harvestcraft:blackberryseeditem, Blackberry Seed
harvestcraft:blueberryitem, Blueberry
harvestcraft:blueberryseeditem, Blueberry Seed
harvestcraft:candleberryitem, Candleberry
harvestcraft:candleberryseeditem, Candleberry Seed
harvestcraft:raspberryitem, Raspberry
harvestcraft:raspberryseeditem, Raspberry Seed
harvestcraft:strawberryitem, Strawberry
harvestcraft:strawberryseeditem, Strawberry Seed
harvestcraft:cactusfruititem, Cactus Fruit
harvestcraft:cactusfruitseeditem, Cactus Fruit Seed
harvestcraft:asparagusitem, Asparagus
harvestcraft:asparagusseeditem, Asparagus Seed
harvestcraft:barleyitem, Barley
harvestcraft:barleyseeditem, Barley Seed
harvestcraft:oatsitem, Oats
harvestcraft:oatsseeditem, Oats Seed
harvestcraft:ryeitem, Rye
harvestcraft:ryeseeditem, Rye Seed
harvestcraft:cornitem, Corn
harvestcraft:cornseeditem, Corn Seed
harvestcraft:bambooshootitem, Bamboo Shoot
harvestcraft:bambooshootseeditem, Bamboo Shoot Seed
harvestcraft:cantaloupeitem, Cantaloupe
harvestcraft:cantaloupeseeditem, Cantaloupe Seed
harvestcraft:cucumberitem, Cucumber
harvestcraft:cucumberseeditem, Cucumber Seed
harvestcraft:wintersquashitem, Winter Squash
harvestcraft:wintersquashseeditem, Winter Squash Seed
harvestcraft:zucchiniitem, Zucchini
harvestcraft:zucchiniseeditem, Zucchini Seed
harvestcraft:beetitem, Beet
harvestcraft:beetseeditem, Beet Seed
harvestcraft:onionitem, Onion
harvestcraft:onionseeditem, Onion Seed
harvestcraft:parsnipitem, Parsnip
harvestcraft:parsnipseeditem, Parsnip Seed
harvestcraft:peanutitem, Peanut
harvestcraft:peanutseeditem, Peanut Seed
harvestcraft:radishitem, Radish
harvestcraft:radishseeditem, Radish Seed
harvestcraft:rutabagaitem, Rutabaga
harvestcraft:rutabagaseeditem, Rutabaga Seed
harvestcraft:sweetpotatoitem, Sweet Potato
harvestcraft:sweetpotatoseeditem, Sweet Potato Seed
harvestcraft:turnipitem, Turnip
harvestcraft:turnipseeditem, Turnip Seed
harvestcraft:rhubarbitem, Rhubarb
harvestcraft:rhubarbseeditem, Rhubarb Seed
harvestcraft:celeryitem, Celery
harvestcraft:celeryseeditem, Celery Seed
harvestcraft:garlicitem, Garlic
harvestcraft:garlicseeditem, Garlic Seed
harvestcraft:gingeritem, Ginger
harvestcraft:gingerseeditem, Ginger Seed
harvestcraft:spiceleafitem, Spice Leaf
harvestcraft:spiceleafseeditem, Spice Leaf Seed
harvestcraft:tealeafitem, Tea Leaf
harvestcraft:teaseeditem, Tea Seed
harvestcraft:coffeebeanitem, Coffee Beans
harvestcraft:coffeeseeditem, Coffee Seed
harvestcraft:mustardseedsitem, Mustard Seeds
harvestcraft:mustardseeditem, Mustard Seed
harvestcraft:broccoliitem, Broccoli
harvestcraft:broccoliseeditem, Broccoli Seed
harvestcraft:caulifloweritem, Cauliflower
harvestcraft:cauliflowerseeditem, Cauliflower Seed
harvestcraft:leekitem, Leek
harvestcraft:leekseeditem, Leek Seed
harvestcraft:lettuceitem, Lettuce
harvestcraft:lettuceseeditem, Lettuce Seed
harvestcraft:scallionitem, Scallion
harvestcraft:scallionseeditem, Scallion Seed
harvestcraft:artichokeitem, Artichoke
harvestcraft:artichokeseeditem, Artichoke Seed
harvestcraft:brusselsproutitem, Brussel Sprout
harvestcraft:brusselsproutseeditem, Brussel Sprout Seed
harvestcraft:cabbageitem, Cabbage
harvestcraft:cabbageseeditem, Cabbage Seed
harvestcraft:spinachitem, Spinach
harvestcraft:spinachseeditem, Spinach Seed
harvestcraft:whitemushroomitem, White Mushroom
harvestcraft:whitemushroomseeditem, White Mushroom Spore
harvestcraft:beanitem, Beans
harvestcraft:beanseeditem, Bean Seed
harvestcraft:soybeanitem, Soybean
harvestcraft:soybeanseeditem, Soybean Seed
harvestcraft:bellpepperitem, Bellpepper
harvestcraft:bellpepperseeditem, Bellpepper Seed
harvestcraft:chilipepperitem, Chili Pepper
harvestcraft:chilipepperseeditem, Chili Pepper Seed
harvestcraft:eggplantitem, Eggplant
harvestcraft:eggplantseeditem, Eggplant Seed
harvestcraft:okraitem, Okra
harvestcraft:okraseeditem, Okra Seed
harvestcraft:peasitem, Peas
harvestcraft:peasseeditem, Peas Seed
harvestcraft:tomatoitem, Tomato
harvestcraft:tomatoseeditem, Tomato Seed
harvestcraft:cottonitem, Cotton
harvestcraft:cottonseeditem, Cotton Seed
harvestcraft:pineappleitem, Pineapple
harvestcraft:pineappleseeditem, Pineapple Seed
harvestcraft:grapeitem, Grape
harvestcraft:grapeseeditem, Grape Seed
harvestcraft:kiwiitem, Kiwi
harvestcraft:kiwiseeditem, Kiwi Seed
harvestcraft:cranberryitem, Cranberry
harvestcraft:cranberryseeditem, Cranberry Seed
harvestcraft:riceitem, Rice
harvestcraft:riceseeditem, Rice Seed
harvestcraft:seaweeditem, Seaweed
harvestcraft:seaweedseeditem, Seaweed Seed
harvestcraft:curryleafitem, Curry Leaf
harvestcraft:curryleafseeditem, Curry Leaf Seed
harvestcraft:sesameseedsitem, Sesame Seeds
harvestcraft:sesameseedsseeditem, Sesame Seeds Seed
harvestcraft:waterchestnutitem, Water Chestnut
harvestcraft:waterchestnutseeditem, Water Chestnut Seed
harvestcraft:gigapickleitem, Giga Pickle
harvestcraft:gigapickleseeditem, Giga Pickle Seed
harvestcraft:kaleitem, Kale
harvestcraft:kaleseeditem, Kale Seed
harvestcraft:date_sapling, Date Sapling
harvestcraft:dateitem, Date
harvestcraft:pamdate, Date
harvestcraft:papaya_sapling, Papaya Sapling
harvestcraft:papayaitem, Papaya
harvestcraft:pampapaya, Papaya
harvestcraft:cherry_sapling, Cherry Sapling
harvestcraft:cherryitem, Cherry
harvestcraft:pamcherry, Cherry
harvestcraft:fig_sapling, Fig Sapling
harvestcraft:figitem, Fig
harvestcraft:pamfig, Fig
harvestcraft:soursop_sapling, Soursop Sapling
harvestcraft:soursopitem, Soursop
harvestcraft:pamsoursop, Soursop
harvestcraft:dragonfruit_sapling, Dragonfruit Sapling
harvestcraft:dragonfruititem, Dragonfruit
harvestcraft:pamdragonfruit, Dragonfruit
harvestcraft:rambutan_sapling, Rambutan Sapling
harvestcraft:rambutanitem, Rambutan
harvestcraft:pamrambutan, Rambutan
harvestcraft:jackfruit_sapling, Jackfruit Sapling
harvestcraft:jackfruititem, Jackfruit
harvestcraft:pamjackfruit, Jackfruit
harvestcraft:passionfruit_sapling, Passion Fruit Sapling
harvestcraft:passionfruititem, Passion Fruit
harvestcraft:pampassionfruit, Passionfruit
harvestcraft:apple_sapling, Apple Sapling
harvestcraft:pamapple, Apple
harvestcraft:lemon_sapling, Lemon Sapling
harvestcraft:lemonitem, Lemon
harvestcraft:pamlemon, Lemon
harvestcraft:pear_sapling, Pear Sapling
harvestcraft:pearitem, Pear
harvestcraft:pampear, Pear
harvestcraft:olive_sapling, Olive Sapling
harvestcraft:oliveitem, Olive
harvestcraft:pamolive, Olive
harvestcraft:spiderweb_sapling, Spider Web Sapling
harvestcraft:pamspiderweb, Spider Web
harvestcraft:grapefruit_sapling, Grapefruit Sapling
harvestcraft:grapefruititem, Grapefruit
harvestcraft:pamgrapefruit, Grapefruit
harvestcraft:pomegranate_sapling, Pomegranate Sapling
harvestcraft:pomegranateitem, Pomegranate
harvestcraft:pampomegranate, Pomegranate
harvestcraft:cashew_sapling, Cashew Sapling
harvestcraft:cashewitem, Cashew
harvestcraft:pamcashew, Cashew
harvestcraft:vanillabean_sapling, Vanilla Sapling
harvestcraft:vanillabeanitem, Vanilla Bean
harvestcraft:pamvanillabean, Vanilla Bean
harvestcraft:starfruit_sapling, Starfruit Sapling
harvestcraft:starfruititem, Starfruit
harvestcraft:pamstarfruit, Starfruit
harvestcraft:banana_sapling, Banana Sapling
harvestcraft:bananaitem, Banana
harvestcraft:pambanana, Banana
harvestcraft:plum_sapling, Plum Sapling
harvestcraft:plumitem, Plum
harvestcraft:pamplum, Plum
harvestcraft:avocado_sapling, Avocado Sapling
harvestcraft:avocadoitem, Avocado
harvestcraft:pamavocado, Avocado
harvestcraft:pecan_sapling, Pecan Sapling
harvestcraft:pecanitem, Pecan
harvestcraft:pampecan, Pecan
harvestcraft:pistachio_sapling, Pistachio Sapling
harvestcraft:pistachioitem, Pistachio
harvestcraft:pampistachio, Pistachio
harvestcraft:hazelnut_sapling, Hazelnut Sapling
harvestcraft:hazelnutitem, Hazelnut
harvestcraft:pamhazelnut, Hazelnut
harvestcraft:lime_sapling, Lime Sapling
harvestcraft:limeitem, Lime
harvestcraft:pamlime, Lime
harvestcraft:peppercorn_sapling, Peppercorn Sapling
harvestcraft:peppercornitem, Peppercorn
harvestcraft:pampeppercorn, Peppercorn
harvestcraft:almond_sapling, Almond Sapling
harvestcraft:almonditem, Almond
harvestcraft:pamalmond, Almond
harvestcraft:gooseberry_sapling, Gooseberry Sapling
harvestcraft:gooseberryitem, Gooseberry
harvestcraft:pamgooseberry, Gooseberry
harvestcraft:peach_sapling, Peach Sapling
harvestcraft:peachitem, Peach
harvestcraft:pampeach, Peach
harvestcraft:chestnut_sapling, Chestnut Sapling
harvestcraft:chestnutitem, Chestnut
harvestcraft:pamchestnut, Chestnut
harvestcraft:pawpaw_sapling, Pawpaw Sapling
harvestcraft:pawpawitem, Pawpaw
harvestcraft:pampawpaw, Pawpaw
harvestcraft:coconut_sapling, Coconut Sapling
harvestcraft:coconutitem, Coconut
harvestcraft:pamcoconut, Coconut
harvestcraft:mango_sapling, Mango Sapling
harvestcraft:mangoitem, Mango
harvestcraft:pammango, Mango
harvestcraft:apricot_sapling, Apricot Sapling
harvestcraft:apricotitem, Apricot
harvestcraft:pamapricot, Apricot
harvestcraft:orange_sapling, Orange Sapling
harvestcraft:orangeitem, Orange
harvestcraft:pamorange, Orange
harvestcraft:walnut_sapling, Walnut Sapling
harvestcraft:walnutitem, Walnut
harvestcraft:pamwalnut, Walnut
harvestcraft:lychee_sapling, Lychee Sapling
harvestcraft:lycheeitem, Lychee
harvestcraft:pamlychee, Lychee
harvestcraft:persimmon_sapling, Persimmon Sapling
harvestcraft:persimmonitem, Persimmon
harvestcraft:pampersimmon, Persimmon
harvestcraft:guava_sapling, Guava Sapling
harvestcraft:guavaitem, Guava
harvestcraft:pamguava, Guava
harvestcraft:breadfruit_sapling, Breadfruit Sapling
harvestcraft:breadfruititem, Breadfruit
harvestcraft:pambreadfruit, Breadfruit
harvestcraft:nutmeg_sapling, Nutmeg Sapling
harvestcraft:nutmegitem, Nutmeg
harvestcraft:pamnutmeg, Nutmeg
harvestcraft:durian_sapling, Durian Sapling
harvestcraft:durianitem, Durian
harvestcraft:pamdurian, Durian
harvestcraft:tamarind_sapling, Tamarind Sapling
harvestcraft:tamarinditem, Tamarind
harvestcraft:pamtamarind, Tamarind
harvestcraft:cinnamon_sapling, Cinnamon Sapling
harvestcraft:cinnamonitem, Cinnamon
harvestcraft:pamcinnamon, Cinnamon Wood
harvestcraft:maple_sapling, Maple Sapling
harvestcraft:maplesyrupitem, Maple Syrup
harvestcraft:pammaple, Maple Wood
harvestcraft:paperbark_sapling, Paperbark Sapling
harvestcraft:pampaperbark, Paperbark Wood
harvestcraft:market, Market
harvestcraft:shippingbin, Shipping Bin
harvestcraft:well, Well
harvestcraft:groundtrap, Ground Trap
harvestcraft:watertrap, Water Trap
harvestcraft:waterfilter, Water Filter
harvestcraft:grinder, Grinder
harvestcraft:beehive, Beehive
harvestcraft:apiary, Apiary
harvestcraft:honey, Honey Block
harvestcraft:honeycomb, Honeycomb Block
harvestcraft:pressedwax, Pressed Wax Block
harvestcraft:waxcomb, Waxcomb Block
harvestcraft:candledeco1, White Candle
harvestcraft:candledeco2, Orange Candle
harvestcraft:candledeco3, Magenta Candle
harvestcraft:candledeco4, Light Blue Candle
harvestcraft:candledeco5, Yellow Candle
harvestcraft:candledeco6, Lime Candle
harvestcraft:candledeco7, Pink Candle
harvestcraft:candledeco8, Dark Grey Candle
harvestcraft:candledeco9, Light Grey Candle
harvestcraft:candledeco10, Cyan Candle
